dir,Entry,updated,nSub,SPSDD,year1,author1,doi1,Ref1,Title
1/101,10147,20001211,12,,1974,H.M.Eiland+,,"Jour: Nuclear Science and Engineering, Vol.54, p.286 (1974)","Neutron Cross Sections of Samarium-147 and Samarium-150"
1/101,10148,20071108,3,,1970,J.W.Meadows+,,"Jour: Nuclear Science and Engineering, Vol.40, p.12 (1970)","The Thermal-Neutron Absorption Cross Sections of 6Li and 10B"
1/101,10149,20001211,2,,1971,J.N.Palmieri+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.3, p.144 (1971)","Neutron-Proton Scattering at 152 MeV"
1/101,10150,20001211,3,,1970,N.Yamamuro+,,"Jour: Nuclear Science and Engineering, Vol.41, p.445 (1970)","A Measurement of the Radiation Width of the 2.85 keV Neutron Resonance and of the Thermal Neutron Capture Cross Section in Sodium"
1/101,10151,20001211,3,,1971,R.S.Mowatt+,,"Jour: Canadian Journal of Physics, Vol.49, p.108 (1971)","Decay Schemes for the Isomers of 148Pm and the Cross Sections for Their Production by Neutron Capture in 147Pm"
1/101,10152,20001211,3,,1971,D.F.Beckstrand+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.3, p.208 (1971)","40K(n,gamma)41K Reaction and the Level Structure of 41K"
1/101,10153,20001211,2,,1971,J.A.Nelson+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.3, p.307 (1971)","Energy Levels and Transitions in 197Au from the (n,n'gamma) Reaction."
1/101,10154,20001211,2,,1970,R.S.Mowatt,,"Jour: Canadian Journal of Physics, Vol.48, p.1933 (1970)","Effective neutron capture cross section and half-life of 155Eu"
1/101,10155,20090924,20,,1973,B.J.Allen+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.8, p.1504 (1973)","Neutron-Capture Cross Sections of the Stable Lead Isotopes."
1/101,10156,20001211,3,,1970,J.R.D.Copley,,"Jour: Acta Crystallographica, Part A, Vol.26, p.376 (1970)","A redetermination of the coherent neutron scattering amplitude of rubidium."
1/101,10157,20001211,21,,1971,P.Venugopala rao+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.3, p.629 (1971)","Neutron Activation Cross Sections for As, Br, Rb and Sr Isotopes at 14.4 MeV."
1/101,10158,20001211,5,,1970,D.O.Nellis+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.1, p.847 (1970)","Gamma-Ray Yield from Neutron Interactions with 10B"
1/101,10159,20001211,21,,1972,J.D.Seagrave+,,"Jour: Annals of Physics (New York), Vol.74, p.250 (1972)","Elastic Scattering and Polarization of Fast Neutrons by Liquid Deuterium and Tritium"
1/101,10160,20001211,5,,1971,R.M.Wilenzick+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.4, p.2126 (1971)","Energy Levels and Transitions in 75As from the (n,n'gamma) reaction"
1/101,10161,20001214,4,,1971,R.O.Lane+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.4, p.380 (1971)","11B States Observed in the Scattering of Neutrons from 10B and in the 10B(n,alpha)7Li Reaction."
1/101,10162,20001214,2,,1974,L.W.Weston+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.10, p.1402 (1974)","Fission-neutron multiplicity and total prompt gamma-ray energy for resonances in 239Pu"
1/101,10163,20001214,13,,1972,W.B.Broste+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.5, p.761 (1972)","Polarization Measurements and Analysis in n-4He Scattering from 11.0 to 30.3 MeV."
1/101,10164,20001214,5,,1969,J.Halperin+,,"Prog: Oak Ridge National Lab. Reports, No.4437 (1969)","Thermal-neutron capture cross section and resonance integral of 245Cm and 246Cm"
1/101,10165,20001214,7,,1970,J.Halperin+,,"Prog: Oak Ridge National Lab. Reports, No.4581, p.37 (1970)","The fission thermal-neutron cross section and resonance integral of 245Cm, 247Cm, and 249Cf"
1/101,10166,20110812,3,,1970,A.de volpi+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.1, p.683 (1970)","Neutron Yield of 252Cf Based on Absolute Measurement of the Neutron Rate and Fission Rate."
1/101,10167,20001214,2,,1970,W.P.Poenitz+,,"Jour: Nuclear Physics, Section A, Vol.151, p.569 (1970)","Spin determination of resonances in 165Ho(n,gamma) from low-level occupation probability ratios."
1/101,10168,20001214,8,,1971,F.P.Cranston+,,"Jour: Nuclear Physics, Section A, Vol.169, p.95 (1971)","Thermal neutron capture cross sections in calcium"
1/101,10169,20001214,7,,1970,J.B.Czirr,,"Rept: U.C., Lawrence Rad.Lab. (Berkeley and Livermore), No.50804 (1970)","165Ho,151Eu, and natural europium capture cross-section measurements."
1/101,10170,20001214,2,,1970,C.D.Bowman+,,"Conf: Nuclear Data for Reactors Conf., Helsinki 1970, Vol.2, p.65(41) (1970)","The keV fission cross section of 235U measured with high resolution."
1/101,10171,20001214,2,,1970,R.W.Durham+,,"Jour: Canadian Journal of Physics, Vol.48, p.716 (1970)","Capture cross section of 242Pu"
1/101,10172,20001214,56,,1971,J.B.Garg+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.3, p.2447 (1971)","Neutron Resonance Spectroscopy. VII. Ti, Fe, and Ni."
1/101,10173,20001214,3,,1972,J.M.Clement+,,"Jour: Nuclear Physics, Section A, Vol.183, p.51 (1972)","Hydrogen and deuterium total neutron cross sections in the MeV region."
1/101,10174,20101018,42,,1972,W.Galati+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.5, p.1508 (1972)","Scattering of Neutrons by Carbon from 3 to 7 MeV."
1/101,10175,20001214,9,,1971,S.Kardonsky+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.4, p.840 (1971)","40Ar(n,alpha)37S Reaction at 14.4 MeV."
1/101,10176,20001214,4,,1971,S.Kardonsky+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.4, p.846 (1971)","Reactions of 20Ne with 14.3 MeV Neutrons."
1/101,10177,20001214,2,,1972,R.A.Schrack+,,"Jour: Bulletin of the American Physical Society Ser.II, Vol.17, p.555(HE1) (1972)","Neutron Total Cross Sections for Oxygen and Calcium from .5 to 20 MeV."
1/101,10178,20001214,2,,1971,R.B.Schwartz+,,"Priv.Comm: Heaton (1971)",""
1/101,10179,20070417,38,,1972,A.B.Smith+,,"Jour: Nuclear Science and Engineering, Vol.47, p.19 (1972)","Fast Neutron Total and Scattering Cross Sections of Plutonium-240"
1/101,10180,20110812,4,,1971,S.K.Ghorai+,,"Jour: Journal of Nuclear Energy, Vol.25, p.319 (1971)","Some (n,p) cross-sections of 46Ti, 47Ti and 48Ti"
1/101,10181,20010214,3,,1974,D.R.Gill+,,"Jour: Nuclear Physics, Section A, Vol.229, p.397 (1974)","114,116 Cd Level Structure From The (N,N'Gamma) Reaction"
1/101,10182,20010214,2,,1972,R.J.Jiacoletti+,,"Jour: Nuclear Science and Engineering, Vol.48, p.412 (1972)","Fission Cross Sections of Neptunium-237 from 20 eV to 7 MeV Determined from a Nuclear-Explosive Experiment."
1/101,10183,20010214,9,,1971,S.S.Glickstein+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.4, p.1818 (1971)","Neutron Inelastic Scattering from Zr90"
1/101,10184,20101018,2,,1971,J.C.Davis+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.4, p.1061 (1971)","Total Cross Section of Protons for 2.5 MeV Neutrons."
1/101,10185,20010214,2,,1971,J.Als-nielsen+,,"Jour: Physical Review Letters, Vol.27, p.741 (1971)","Critical Behavior of Heisenberg Ferromagnets."
1/101,10186,20010214,5,,1971,G.N.Salaita,,"Jour: Nuclear Physics, Section A, Vol.170, p.193 (1971)","Absolute Neutron Cross Sections for The Production of The Na-24 Isomer From Magnesium and Aluminum."
1/101,10187,20010214,7,,1971,B.G.Gibbard+,,"Jour: Nuclear Physics, Section B, Vol.30, p.77 (1971)","Neutron-proton elastic scattering from 5 to 30 GeV/c"
1/101,10188,20010214,5,,1971,D.F.Bartlett+,,"Jour: Physical Review Letters, Vol.27, p.881 (1971)","New Results on n+p -> d+gamma and Time-reversal Invariance"
1/101,10189,20010214,3,,1972,F.D.Mcdaniel+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.6, p.1181 (1972)","Spin-Flip Probability in the Inelastic Scattering of 7.48 MeV Neutrons from the 4.43 MeV State in 12C"
1/101,10190,20111110,10,,1971,A.Niiler+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.4, p.36 (1971)","n-4He Elastic Scattering Near 20 MeV"
1/101,10191,20010214,9,,1971,G.S.Mutchler+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.4, p.67 (1971)","Polarization in n-p Scattering from 11 to 29.6 MeV"
1/101,10192,20010214,5,,1971,R.H.Fulmer+,,"Jour: Nuclear Science and Engineering, Vol.46, p.314 (1971)","Neutron Absorption Cross Sections for Zirconium-94 and Zirconium-96"
1/101,10193,20010214,7,,1971,D.Drake+,,"Jour: Physics Letters,Section B, Vol.36, p.557 (1971)","Dependence of 14Mev Radiative Neutron Capture On Mass Number"
1/101,10194,20010214,10,,1971,L.W.Jones+,,"Jour: Physics Letters,Section B, Vol.36, p.509 (1971)","Neutron total cross sections on protons and nuclei in the 10 to 30 GeV/c momentum range."
1/101,10195,20010214,2,,1970,R.B.Knowlen+,,"Jour: Nuclear Instrum.and Methods in Physics Res., Vol.78, p.300 (1970)","Use of 50 psec linac beam for high resolution neutron time-of-flight measurement."
1/101,10196,20010214,5,,1970,W.L.Lakin+,,"Jour: Physics Letters,Section B, Vol.31, p.677 (1970)","Measurements of K(0)L and neutron total cross sections on nuclei at GeV energies."
1/101,10197,20010214,3,,1970,J.Kalyna+,,"Rept: New York Operations Office Reports, No.73-340 (1970)","Total Neutron Cross Section at 2.37 MeV."
1/101,10198,20010214,2,,1970,J.Felvinci+,,"Prog: New York Operations Office Reports, No.73-340 (1970)","Slow Neutron Fission Cross Section of Th229"
1/101,10199,20010214,2,,1969,J.R.Huizenga+,,"Conf: Physics and Chemistry of Fission Symp., Vienna 1969, p.403(118) (1969)","Channel analysis of neutron-induced fission of 236U"
1/102,10200,20010214,2,,1971,J.P.Felvinci+,,"Conf: 3rd Conf.Neutron Cross-Sections+Tech.,Knoxville 1971, p.855 (1971)","Cross sections and fragment energy distributions in the low energy neutron induced fission of U-233"
1/102,10201,20010305,4,,1972,J.K.Dickens,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.5, p.100 (1972)","Al(n,x gamma) Reactions for E(n) from 5.3 to 9.0 MeV"
1/102,10202,20010305,8,,1972,J.K.Dickens,,"Jour: Nuclear Science and Engineering, Vol.48, p.78 (1972)","The Neutron Induced Gamma-rAY Reactions in Calcium in the Energy Range 4.85 to 8.05 MeV"
1/102,10203,20010305,3,SPSDD,1973,J.K.Dickens+,,"Jour: Nuclear Science and Engineering, Vol.50, p.311 (1973)","Neutron-iNDUCED Gamma-rAY Production in Iron for the Energy Range E(n) between 0.8 and 20 MeV."
1/102,10204,20010305,9,,1974,O.D.Simpson+,,"Jour: Nuclear Science and Engineering, Vol.55, p.273 (1974)","The Neutron Total Cross Section of Americium-243."
1/102,10205,20010305,7,,1971,Y.Lukic+,,"Jour: Nuclear Science and Engineering, Vol.43, p.233 (1971)","Titanium (n,p) Cross-sECTION Measurements"
1/102,10206,20010305,2,,1971,J.D.Jenkins,,"Jour: Transactions of the American Nuclear Society, Vol.14, p.353 (1971)","The Thermal-nEUTRON Cross Section for 54Mn"
1/102,10207,20010305,15,,1962,R.Gwin+,,"Jour: Nuclear Science and Engineering, Vol.12, p.359 (1962)","Determination of Eta By Comparison of (Eta * Sigma)Avg. for U-233 and Pu-239 With (Eta * Sigma)Avg. for U-235 In A Flux Trap Critical Assembly."
1/102,10208,20010305,6,,1962,R.Gwin+,,"Jour: Nuclear Science and Engineering, Vol.12, p.364 (1962)","The Measurement of Eta and Other Nuclear Properties of 233U and 235U in Critical Aqueous Solutions."
1/102,10209,20010305,6,,1971,K.F.Koral+,,"Jour: Nuclear Physics, Section A, Vol.175, p.156 (1971)","A search for the bound trineutron from 7Li+n reactions."
1/102,10210,20010305,5,,1970,G.Tessler+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.2, p.2390 (1970)","Neutron Inelastic Scattering from 92Zr and 94Zr"
1/102,10211,20010305,8,,1971,M.Fricke+,,"Jour: Transactions of the American Nuclear Society, Vol.14, p.352 (1971)","The Rhodium Neutron-cAPTURE Cross Section from 1 eV to 1 MeV"
1/102,10212,20010305,4,,1973,A.B.Smith+,,"Jour: Journal of Nuclear Energy, Vol.27, p.317 (1973)","Total and Elastic Scattering Neutron Cross Sections of Pu-239."
1/102,10213,20010305,3,,1972,C.E.Hollandsworth+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.5, p.395 (1972)","Scattering of Polarized 3-MeV Neutrons from 3He"
1/102,10214,20010305,32,,1970,J.K.Temperley+,,"Rept: Ballistic Research Labs Reports, No.1491 (1970)","Neutron Activation Cross Sections for Some Isotopes of Ruthenium, Palladium, Indium, Tin, and Iridium"
1/102,10215,20010305,7,,1971,W.P.Bucher+,,"Jour: Bulletin of the American Physical Society Ser.II, Vol.16, p.1180(ED1) (1971)","Small-Angle Elastic Scattering of Fast Neutrons"
1/102,10216,20010305,2,,1972,R.P.Torti+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.6, p.1686 (1972)","Energy Levels In 85Rb and 87Rb from the (n,n' gamma) Reaction"
1/102,10217,20010305,5,,1970,J.J.Singh,,"Rept: N.A.S.A. Technical Note, No.5946 (1970)","Si(n,p) and Si(n,alpha) reaction cross sections at 14.5 MeV neutron energy"
1/102,10218,20010305,29,,1972,Y.D.Harker+,,"Conf: Conf.on Developm.in Reactor Phys.,Kiamesha Lake 1972, Vol.2, p.614 (1972)","The use of CFRMF integral data in cross section evaluations."
1/102,10219,19990617,10,,1975,C.G.Hoot+,,"Conf: Conf.on Nucl.Cross-Sect.and Techn.,Washington 1975, Vol.2, p.766 (1975)","Gamma-ray production cross sections for iron and aluminum"
1/102,10220,20010305,3,,1974,S.S.Glickstein+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.10, p.173 (1974)","Neutron inelastic scattering from 91Zr"
1/102,10221,20010309,65,,1976,M.Lindner+,,"Jour: Nuclear Science and Engineering, Vol.59, p.381 (1976)","Neutron Capture Cross-Sections from 0.1 to 3 MeV by Activation Measurements"
1/102,10222,20010309,3,,1971,J.Halperin+,,"Prog: Oak Ridge National Lab. Reports, No.4706 (1971)","The thermal cross section and resonance integral for neutron fission of 252Cf"
1/102,10223,20010309,10,,1971,D.W.Muir+,,"Conf: 3rd Conf.Neutron Cross-Sections+Tech.,Knoxville 1971, Vol.1, p.292 (1971)","Neutron-induced fission cross sections of 230Th and 231Pa"
1/102,10224,20010309,7,,1972,D.C.Santry+,,"Jour: Canadian Journal of Physics, Vol.50, p.2536 (1972)","Excitation Curves for the Reactions of Fast Neutrons with Zinc"
1/102,10225,20010309,28,,1973,L.Green+,,"Rept: Westinghouse Atomic Power Div.(Bettis) Reports, No.1073 (1973)","Total cross section measurements with a 252Cf time-of- flight spectrometer."
1/102,10226,20010309,2,,1972,I.Bergqvist+,,"Jour: Nuclear Physics, Section A, Vol.191, p.641 (1972)","Radiative capture of energetic neutrons by 208Pb"
1/102,10227,20010309,2,,1971,D.S.Simmons+,,"Conf: 3rd Conf.Neutron Cross-Sections+Tech.,Knoxville 1971, Vol.2, p.543 (1971)","Precision neutron transmission and energy measurement by time-of-flight"
1/102,10228,20010309,3,,1971,M.R.Mc pherson+,,"Conf: 3rd Conf.Neutron Cross-Sections+Tech.,Knoxville 1971, Vol.2, p.611 (1971)","The 6Li(n,Alpha)3H Cross Section and Resonance Parameters for the P-Wave Resonance near 260 keV"
1/102,10229,20101108,7,,1971,S.F.Mughabghab+,,"Jour: Physical Review Letters, Vol.26, p.1118 (1971)","Reaction mechanism for p-wave neutron capture in 92Mo and 98Mo."
1/102,10230,20010309,8,,1972,M.Auman+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.5, p.1 (1972)","Neutron Total Cross Sections of the Light Elements in the Energy Range 24-60 MeV"
1/102,10231,20110812,2,,1972,D.L.Smith,,"Jour: Nuclear Instrum.and Methods in Physics Res., Vol.102, p.193 (1972)","Fast-neutron flux measurement with a lithium-drifted germanium detector"
1/102,10232,20010309,6,,1972,W.P.Poenitz+,,"Jour: Journal of Nuclear Energy, Vol.26, p.483 (1972)","Measurements of the fission cross section ratio of U238 to U235 from 2-3 MeV"
1/102,10233,20010309,49,,1964,A.B.Smith+,,"Jour: Nuclear Science and Engineering, Vol.18, p.126 (1964)","Search for Structure in the Fast Neutron Interaction with 235U"
1/102,10234,20110812,9,,1965,S.Pearlstein+,,"Jour: J.Nuclear Energy A&B (Reactor Sci. and Technol.), Vol.19, p.497 (1965)","Inelastic scattering of 14 MeV neutrons to low-lying states of Ta, W, Tl, and Pb"
1/102,10235,20071217,25,,1966,G.A.Petitt+,,"Jour: Nuclear Physics, Vol.79, p.231 (1966)","Elastic and inelastic neutron scattering by silicon and sulphur"
1/102,10236,20010309,2,,1974,J.W.Meadows,,"Jour: Nuclear Science and Engineering, Vol.54, p.317 (1974)","The Ratio of the Uranium-233 to Uranium-235 Fission Cross Section"
1/102,10237,20010309,3,,1972,J.W.Meadows,,"Jour: Nuclear Science and Engineering, Vol.49, p.310 (1972)","The Ratio of the Uranium-238 to Uranium-235 Fission Cross Sections from 1 to 5 MeV"
1/102,10238,20110727,45,,1975,D.L.Smith+,,"Jour: Nuclear Science and Engineering, Vol.58, p.314 (1975)","Cross-section measurement of (n,p) reactions for 27Al, 46,47,48Ti, 54,56Fe, 58Ni, 59Co, and 64Zn from near threshold to 10 MeV"
1/102,10239,20010309,15,,1971,D.L.Smith,,"Prog: Argonne National Laboratory report series, No.7710, p.15 (1971)","Fast Neutron Inelastic Gamma Ray Studies of Arsenic and Sodium"
1/102,10240,20010309,3,,1971,M.J.Bennett+,,"Jour: Nuclear Physics, Section A, Vol.171, p.113 (1971)","Levels in 153Sm"
1/102,10241,20011130,2,,1970,M.J.Saltmarsh+,,"Prog: Oak Ridge National Lab. Reports, No.4534, p.5 (1970)","n-p ELASTIC SCATTERING AT 60 MeV"
1/102,10242,20011130,3,,1972,C.E.Bemis jr+,,"Jour: Nuclear Science and Engineering, Vol.47, p.371 (1972)","Thermal-Neutron Capture Cross Section and Resonance Integral for 10.7-year Krypton-85"
1/102,10243,20011130,4,,1971,R.C.Greenwood+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.4, p.2249 (1971)","Absolute Cross Sections for 2-KeV Neutron Capture in 204Pb and 207Pb."
1/102,10244,20091212,28,,1972,A.K.Hankla+,,"Jour: Nuclear Physics, Section A, Vol.180, p.157 (1972)","Neutron activation cross sections at 14.4 MeV for some naturally ocurring heavy elements in the region Z=76-82"
1/102,10245,20011130,3,,1972,D.S.Cramer+,,"Jour: Nuclear Physics, Section A, Vol.180, p.273 (1972)","Neutron-helium scattering"
1/102,10246,20011130,5,,1972,T.R.Fisher+,,"Jour: Nuclear Physics, Section A, Vol.179, p.241 (1972)","The nuclear spin-spin effect in 59Co"
1/102,10247,20011130,4,,1972,F.Rahn+,,"Jour: Nuclear Science and Engineering, Vol.47, p.372 (1972)","Measurements of the Total-Neutron Cross-Section Minima in Natural Iron"
1/102,10248,20011130,3,,1973,R.J.Holt+,,"Jour: Nuclear Physics, Section A, Vol.213, p.147 (1973)","The absolute polarization of neutrons from n-12C scattering"
1/102,10249,20011130,5,,1973,R.B.Perez+,,"Jour: Nuclear Science and Engineering, Vol.52, p.46 (1973)","Simultaneous Measurement of the Neutron Fission and Capture Cross Section for Uranium-235 for Neutron Energies from 8 eV to 10 keV"
1/102,10250,20011130,5,,1971,L.Forman+,,"Conf: 3rd Conf.Neutron Cross-Sections+Tech.,Knoxville 1971, Vol.2, p.735 (1971)","Thorium-232 neutron capture in the region 20 eV - 30 keV"
1/102,10251,20000218,2,,1971,C.A.Goulding+,,"Prog: Chicago Operations Office,A.E.C.,Contract rept., No.3058-1, p.11 (1971)","Total cross section of 7Li from 1.0 to 25 MeV"
